Animal ID;Name;DateTime;Date of Birth;Outcome Type;Outcome Subtype;Animal Type;Sex upon Outcome;Age upon Outcome;Breed;Color
A797644;;12/11/2019 12:44:00 PM;05/03/2019;Adoption;Foster;Cat;Intact Male;7 months;Domestic Shorthair;Black
A808452;Beethoven;11/14/2019 11:26:00 AM;09/09/2019;Adoption;;Dog;Neutered Male;2 months;Great Pyrenees;White
A814750;Diesel;03/05/2020 10:23:00 AM;03/02/2020;Disposal;;Dog;Intact Male;3 days;Pit Bull;Brown
A823717;;09/29/2020 12:01:00 PM;09/07/2020;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair;Brown Tabby
A802506;*Azrael;09/29/2019 01:30:00 PM;07/18/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair;Black
A792348;Debo;04/09/2019 03:58:00 PM;04/09/2012;Return to Owner;;Dog;Intact Male;7 years;Pit Bull Mix;Tan/White
A810287;;12/15/2019 04:41:00 PM;05/10/2019;Adoption;;Cat;Neutered Male;7 months;Siamese;Flame Point
A820260;*Bruno;08/05/2020 12:57:00 PM;07/15/2018;Transfer;Partner;Dog;Neutered Male;2 years;Chihuahua Shorthair/Dachshund;Brown/White
A800073;;07/16/2019 07:03:00 PM;07/01/2019;Transfer;Partner;Cat;Unknown;2 weeks;Domestic Shorthair;Brown Tabby
A814810;*Granite;05/04/2020 05:25:00 PM;03/06/2016;Adoption;Foster;Dog;Spayed Female;4 years;Pit Bull;Black/White
A797943;285 Grams;06/19/2019 06:18:00 PM;05/29/2019;Transfer;Partner;Cat;Intact Female;3 weeks;Domestic Shorthair;Torbie
A790760;Peluda;03/22/2019 11:45:00 AM;03/16/2016;Transfer;Partner;Dog;Spayed Female;3 years;Pekingese Mix;Brown/Tricolor
A813712;;02/20/2020 05:37:00 PM;02/16/2017;Transfer;Snr;Cat;Unknown;3 years;Domestic Shorthair Mix;Brown Tabby
A803591;;09/08/2019 11:57:00 AM;08/27/2019;Return to Owner;;Dog;Intact Female;1 weeks;Pit Bull;Tricolor/Brown
A800276;Porkchop;07/19/2019 01:06:00 PM;09/19/2004;Return to Owner;;Dog;Intact Male;14 years;Australian Cattle Dog;Tan
A805027;;09/25/2019 05:14:00 PM;12/21/2018;Transfer;Snr;Cat;Intact Female;9 months;Domestic Shorthair;Brown Tabby
A790891;;03/22/2019 11:44:00 AM;03/18/2018;Transfer;Partner;Dog;Intact Male;1 year;Pit Bull/Labrador Retriever;Black/White
A813263;*Lariat;10/21/2020 12:45:00 PM;02/06/2018;Adoption;Foster;Dog;Neutered Male;2 years;Queensland Heeler;Red/White
A797489;*O.T.;07/20/2019 03:09:00 PM;05/19/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair;Tortie
A818927;;06/18/2020 08:44:00 AM;03/18/2020;Euthanasia;Rabies Risk;Other;Unknown;3 months;Fox;Silver/Red
A824909;*River;11/05/2020 02:16:00 PM;10/23/2019;Transfer;Partner;Dog;Neutered Male;1 year;Australian Cattle Dog;Blue Tick
A814642;Cosmo;03/03/2020 03:28:00 PM;01/10/2020;Transfer;Partner;Dog;Intact Male;1 month;Australian Shepherd Mix;Black/White
A790851;;03/22/2019 03:32:00 PM;01/08/2019;Adoption;;Dog;Neutered Male;2 months;Mastiff Mix;Brown/Black
A819712;;07/04/2020 07:38:00 AM;06/16/2020;Transfer;Partner;Cat;Intact Female;2 weeks;Domestic Shorthair;Orange/White
A818011;*Pierre;08/07/2020 11:14:00 AM;05/30/2018;Transfer;Partner;Dog;Neutered Male;2 years;Pit Bull;Brown/White
A794236;Mia;05/13/2019 07:20:00 PM;09/05/2018;Return to Owner;;Dog;Intact Female;8 months;Miniature Poodle;Black
A820459;Riley;08/06/2020 11:18:00 AM;07/20/2010;Adoption;Foster;Dog;Spayed Female;10 years;Labrador Retriever;Chocolate
A814157;Sir Anubis Egypt;02/29/2020 06:54:00 PM;10/25/2019;Adoption;;Cat;Neutered Male;4 months;Domestic Medium Hair Mix;Black
A792524;;04/23/2019 04:54:00 PM;01/27/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Brown Tabby
A823811;Charlie;10/02/2020 06:03:00 PM;09/30/2019;Return to Owner;;Dog;Neutered Male;1 year;Mastiff Mix;Red/White
A808278;;11/10/2019 09:02:00 AM;07/06/2019;Euthanasia;Suffering;Dog;Intact Male;4 months;Labrador Retriever;Red
A804759;Ruby;01/02/2020 03:17:00 PM;09/18/2018;Adoption;;Dog;Spayed Female;1 year;Chihuahua Shorthair;Tan/White
A792645;;04/17/2019 04:23:00 PM;04/13/2017;Adoption;;Dog;Spayed Female;2 years;Miniature Poodle Mix;Black
A797155;Maverick;06/10/2019 06:34:00 PM;06/10/2017;Return to Owner;;Dog;Neutered Male;2 years;Australian Kelpie Mix;Brown/Black
A805550;;10/02/2019 11:24:00 AM;05/28/2019;Transfer;Partner;Dog;Intact Male;4 months;Beagle/Dachshund;Black/Tricolor
A792770;;06/04/2019 07:30:00 AM;02/28/2019;Adoption;Foster;Dog;Neutered Male;3 months;Chihuahua Shorthair Mix;Brown
A816574;*Bizzie;05/26/2020 01:44:00 PM;02/08/2020;Adoption;Foster;Dog;Neutered Male;3 months;Labrador Retriever Mix;Black/White
A797348;*Poof;06/24/2019 04:01:00 PM;04/22/2019;Adoption;;Cat;Intact Female;2 months;Domestic Shorthair;Tortie
A822028;;09/02/2020 03:00:00 PM;07/10/2020;Adoption;Foster;Cat;Intact Female;1 month;Domestic Longhair;Blue Tabby
A798538;*Sebastian;08/07/2019 05:06:00 PM;05/01/2019;Adoption;;Cat;Neutered Male;3 months;Domestic Medium Hair;Black/White
A796804;Tinky Winky;06/11/2019 11:20:00 AM;02/05/2019;Transfer;Partner;Dog;Spayed Female;4 months;Belgian Malinois Mix;Brown/Black
A797213;;06/15/2019 12:45:00 PM;06/10/2018;Transfer;Partner;Dog;Intact Male;1 year;Dachshund;Brown/Tan
A795459;;05/31/2019 06:29:00 PM;05/02/2019;Transfer;Partner;Dog;Intact Female;4 weeks;Pointer;Tan/White
A801082;;07/31/2019 12:46:00 PM;07/31/2017;Transfer;Partner;Cat;Neutered Male;2 years;Domestic Shorthair;Brown Tabby/White
A803092;;09/02/2019 12:47:00 PM;06/27/2019;Adoption;;Dog;Spayed Female;2 months;Labrador Retriever Mix;Black
A793202;;05/02/2019 12:00:00 AM;11/21/2017;Transfer;Partner;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Black
A811001;*Ophelia;03/06/2020 11:43:00 AM;12/26/2017;Adoption;;Dog;Spayed Female;2 years;Staffordshire;Blue
A811303;Lady;01/28/2020 06:14:00 PM;01/01/2015;Adoption;;Cat;Spayed Female;5 years;Domestic Medium Hair;Black/White
A730251;Pebbles;11/24/2019 11:25:00 AM;12/30/2015;Adoption;;Dog;Spayed Female;3 years;Chihuahua Shorthair Mix;Chocolate/Tan
A811216;Lady;12/31/2019 12:16:00 PM;12/31/2004;Return to Owner;;Dog;Intact Female;15 years;Pomeranian;Tan
A802199;*Arwen;10/17/2019 05:41:00 PM;08/15/2017;Adoption;;Cat;Spayed Female;2 years;Siamese Mix;Tortie Point
A791795;;04/01/2019 12:05:00 PM;03/03/2019;Transfer;Partner;Dog;Intact Female;4 weeks;Labrador Retriever;Brown
A820115;*Quinn;08/17/2020 06:12:00 PM;03/29/2020;Adoption;;Cat;Spayed Female;4 months;Domestic Shorthair;Brown Tabby/White
A808237;*Lola;12/14/2019 07:35:00 PM;10/03/2019;Adoption;;Dog;Spayed Female;2 months;Pit Bull;Fawn/White
A799181;Blossom;08/24/2019 03:37:00 PM;07/14/2018;Adoption;;Cat;Spayed Female;1 year;Domestic Shorthair;White/Black
A816322;;04/14/2020 12:15:00 PM;04/14/2019;Euthanasia;Suffering;Other;Unknown;1 year;Raccoon;Black
A792402;;05/23/2019 03:14:00 PM;04/10/2017;Transfer;Partner;Cat;Neutered Male;2 years;Siamese Mix;Flame Point/White
A797301;;06/15/2019 05:10:00 PM;03/11/2019;Adoption;;Dog;Spayed Female;3 months;Catahoula;White/Tricolor
A817679;Cookie;07/07/2020 10:33:00 AM;05/22/2018;Euthanasia;Court/Investigation;Dog;Spayed Female;2 years;Pit Bull Mix;White/Black
A824557;James;10/25/2020 04:16:00 PM;10/16/2018;Return to Owner;;Dog;Intact Male;2 years;Maltese Mix;White
A788378;Smoochieface;03/02/2019 03:05:00 PM;02/01/2015;Adoption;Foster;Dog;Neutered Male;4 years;Boxer Mix;Brown/White
A821371;;08/15/2020 01:06:00 PM;03/26/2020;Transfer;Partner;Dog;Spayed Female;4 months;Great Pyrenees Mix;Tricolor
A816311;;04/14/2020 08:36:00 AM;04/13/2019;Euthanasia;;Other;Unknown;1 year;Bat;Brown
A788710;Penny;02/09/2019 04:17:00 PM;09/01/2014;Adoption;;Cat;Spayed Female;4 years;Domestic Shorthair Mix;Calico
A787569;Aries;01/16/2019 12:17:00 PM;01/15/2017;Return to Owner;;Dog;Intact Male;2 years;Pit Bull Mix;Tan/White
A782179;Max;03/16/2019 05:32:00 PM;05/26/2017;Adoption;Foster;Dog;Neutered Male;1 year;Pointer/Catahoula;Brown/White
A804660;*Jacob;10/31/2019 05:31:00 PM;09/17/2018;Adoption;;Dog;Neutered Male;1 year;Pit Bull;White/Brown
A797897;;06/23/2019 05:23:00 PM;03/19/2019;Transfer;Snr;Cat;Neutered Male;3 months;Siamese;Lilac Point
A804107;;09/14/2019 06:09:00 PM;06/14/2019;Adoption;;Dog;Spayed Female;3 months;Labrador Retriever;Black/White
A785138;Barrett;01/07/2019 10:30:00 PM;11/27/2016;Adoption;Foster;Dog;Neutered Male;2 years;Labrador Retriever Mix;Black
A787687;Cookie;03/27/2019 09:06:00 AM;01/17/2019;Adoption;Foster;Dog;Spayed Female;2 months;German Shepherd Mix;Black
A808972;;11/19/2019 11:53:00 AM;11/17/2013;Transfer;Partner;Cat;Intact Female;6 years;Domestic Shorthair;Blue Tabby
A807227;Mr. Kitty;10/22/2019 03:27:00 PM;10/22/2008;Euthanasia;Suffering;Cat;Neutered Male;11 years;Domestic Shorthair;Black/White
A803088;;09/01/2019 10:50:00 AM;05/27/2019;Transfer;Snr;Cat;Intact Female;3 months;Domestic Shorthair;Blue/White
A809879;*Heron;12/05/2019 05:07:00 PM;03/03/2019;Return to Owner;;Dog;Intact Male;9 months;German Shepherd Mix;Black/Tricolor
A804019;;09/10/2019 03:50:00 PM;09/09/2017;Return to Owner;;Dog;Intact Male;2 years;Shih Tzu;White/Chocolate
A804066;;09/11/2019 06:21:00 PM;09/10/2017;Transfer;Partner;Cat;Intact Female;2 years;Domestic Shorthair;Black
A807853;;11/03/2019 04:56:00 PM;07/31/2019;Transfer;Snr;Cat;Intact Male;3 months;Domestic Shorthair;Brown Tabby
A801267;Coco;08/02/2019 12:37:00 PM;08/02/2016;Return to Owner;;Dog;Intact Female;3 years;Standard Poodle/Labrador Retriever;White/Gray
A797311;Rosie;06/17/2019 06:41:00 PM;11/12/2018;Adoption;;Dog;Spayed Female;7 months;Chihuahua Shorthair Mix;Black/White
A799652;Rose;08/26/2019 05:47:00 PM;04/26/2019;Adoption;;Cat;Spayed Female;4 months;Domestic Shorthair;Brown Tabby
A789378;Elliot;02/25/2019 04:05:00 PM;02/20/2017;Adoption;;Dog;Neutered Male;2 years;Chihuahua Shorthair Mix;Black/White
A801962;*Jasmine;10/07/2019 05:58:00 PM;08/12/2017;Adoption;;Cat;Spayed Female;2 years;Domestic Shorthair;Orange Tabby
A819939;*Brie;09/03/2020 10:57:00 AM;06/23/2020;Adoption;Foster;Cat;Spayed Female;2 months;Siamese Mix;Lynx Point
A799305;;07/07/2019 12:19:00 PM;07/07/2016;Return to Owner;;Dog;Neutered Male;3 years;Australian Shepherd;White/Brown
A807185;*Bocci;10/30/2019 06:10:00 PM;04/21/2018;Adoption;;Dog;Neutered Male;1 year;Labrador Retriever Mix;Yellow
A818242;*Lafawnda;07/14/2020 09:29:00 AM;04/19/2020;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair;Black/White
A794568;*Jupiter;05/13/2019 04:19:00 PM;04/09/2019;Transfer;Partner;Cat;Intact Male;4 weeks;Domestic Shorthair;Black
A792849;;04/17/2019 12:21:00 PM;03/20/2019;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Shorthair Mix;Black/White
A789433;;02/22/2019 08:12:00 AM;02/21/2019;Transfer;Partner;Cat;Unknown;1 day;Domestic Shorthair Mix;Black/White
A797083;Riri;09/14/2019 07:28:00 PM;06/09/2018;Adoption;;Dog;Spayed Female;1 year;Beagle Mix;Tricolor
A805698;*Jack;11/16/2019 04:59:00 PM;08/26/2019;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair;Black
A788731;*Teddy;02/14/2019 05:14:00 PM;02/07/2018;Adoption;;Dog;Neutered Male;1 year;Rottweiler Mix;Black/Tan
A807364;Oreo;11/17/2019 05:35:00 PM;05/24/2019;Adoption;;Dog;Spayed Female;5 months;Pit Bull;Black/White
A801820;;12/06/2019 04:27:00 PM;07/12/2019;Adoption;;Cat;Spayed Female;4 months;Domestic Shorthair;Black
A790422;Osa;03/10/2019 05:49:00 PM;02/23/2017;Return to Owner;;Dog;Intact Female;2 years;Siberian Husky;Black/Gray
A797727;Ruthless;06/21/2019 01:20:00 PM;06/17/2011;Transfer;Partner;Dog;Intact Male;8 years;Cocker Spaniel;Black/White
A796621;Freddie Mercury;06/09/2019 06:13:00 PM;04/03/2019;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Cream Tabby/White
A801384;;10/14/2019 02:26:00 PM;08/01/2019;Adoption;Foster;Dog;Spayed Female;2 months;Chihuahua Shorthair Mix;Sable
A803260;*Linus;09/01/2019 03:30:00 PM;07/29/2019;Transfer;Partner;Cat;Intact Male;4 weeks;Domestic Shorthair;Black Tabby
A800669;Jade;07/30/2019 04:21:00 PM;07/24/2018;Adoption;;Dog;Spayed Female;1 year;Labrador Retriever;Tricolor/Brown
A820426;;07/26/2020 01:41:00 PM;04/04/2020;Adoption;;Dog;Neutered Male;3 months;Catahoula Mix;White/Brown
A818250;*Felicia;10/13/2020 12:39:00 PM;06/04/2017;Adoption;;Cat;Spayed Female;3 years;Domestic Shorthair;Brown Tabby/White
A813036;;02/07/2020 05:56:00 PM;11/02/2019;Transfer;Partner;Dog;Neutered Male;3 months;Labrador Retriever Mix;Brown
A794388;*Margarita;07/10/2019 08:37:00 AM;04/01/2019;Adoption;Foster;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Blue
A793079;*Holden;05/21/2019 04:51:00 PM;02/26/2019;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black
A808756;*Dolly;01/04/2020 05:00:00 PM;11/13/2017;Transfer;Partner;Dog;Spayed Female;2 years;Australian Cattle Dog;Black
A827002;;12/14/2020 04:41:00 PM;09/29/2020;Adoption;;Dog;Spayed Female;2 months;Labrador Retriever;Tricolor
A787428;Puma;01/23/2019 12:03:00 PM;01/13/2017;Return to Owner;;Dog;Neutered Male;2 years;Miniature Poodle Mix;White
A798660;Hershey;07/02/2019 03:50:00 PM;04/13/2019;Adoption;;Cat;Intact Male;2 months;Domestic Shorthair;Chocolate/White
A808159;Mia;11/06/2019 05:40:00 PM;09/04/2019;Adoption;;Cat;Intact Female;2 months;Domestic Shorthair Mix;Blue
A814915;;03/08/2020 05:37:00 PM;03/04/2020;Transfer;Partner;Cat;Intact Female;4 days;Domestic Shorthair;Calico
A807470;;11/01/2019 04:41:00 PM;08/25/2019;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair;Brown Tabby
A798325;Baxter;06/24/2019 06:31:00 PM;06/24/2015;Return to Owner;;Dog;Intact Male;4 years;Shih Tzu;Gray
A788001;Marlina;07/16/2019 12:46:00 PM;01/28/2011;Adoption;;Dog;Spayed Female;8 years;Labrador Retriever;Black/White
A797851;*Tiny Tim;12/17/2019 02:08:00 PM;04/10/2019;Transfer;Partner;Cat;Neutered Male;8 months;Domestic Shorthair Mix;Orange Tabby/White
A809387;Jeda;12/01/2019 05:17:00 PM;06/23/2019;Adoption;;Dog;Spayed Female;5 months;Pit Bull Mix;Blue/White
A816738;Katy;06/09/2020 08:37:00 AM;12/26/2017;Adoption;Foster;Dog;Spayed Female;2 years;German Shepherd;Black/Brown
A795217;Patchy;06/30/2019 01:51:00 PM;05/17/2015;Adoption;;Cat;Spayed Female;4 years;Domestic Shorthair;Calico
A789235;Negro;02/21/2019 05:41:00 PM;08/18/2018;Adoption;;Cat;Neutered Male;6 months;Domestic Shorthair Mix;Blue
A796748;*Frito Pepito;07/06/2019 03:48:00 PM;06/04/2018;Adoption;;Dog;Neutered Male;1 year;Australian Cattle Dog/Pit Bull;White/Red
A799800;;07/12/2019 09:37:00 AM;07/11/2018;Disposal;;Other;Unknown;1 year;Bat;Red
A795251;;05/22/2019 10:39:00 AM;05/18/2019;Died;At Vet;Dog;Intact Female;4 days;Labrador Retriever;Red
A825715;Bourbon;11/17/2020 12:58:00 PM;01/26/2019;Adoption;;Dog;Neutered Male;1 year;Alaskan Husky;Black/White
A800995;*Chester;08/13/2019 12:31:00 PM;07/29/2018;Transfer;Partner;Dog;Intact Male;1 year;Harrier/Great Dane;Fawn/White
A820639;*Wasabi;10/22/2020 12:07:00 PM;02/24/2020;Adoption;Foster;Cat;Neutered Male;7 months;Domestic Shorthair;Brown Tabby
A800023;*Karla May;01/15/2020 07:08:00 AM;07/15/2006;Adoption;Foster;Dog;Spayed Female;13 years;Chihuahua Shorthair;White/Brown
A792222;Poe;05/30/2019 12:09:00 PM;04/08/2017;Adoption;Foster;Dog;Neutered Male;2 years;Dutch Shepherd Mix;Brown Brindle
A786825;Jordan;01/06/2019 07:05:00 PM;01/06/2013;Return to Owner;;Dog;Spayed Female;6 years;Australian Shepherd Mix;Black/Brown
A798104;*Lily;09/14/2019 01:25:00 PM;06/21/2013;Adoption;;Dog;Spayed Female;6 years;Pointer/Beagle;White/Brown
A788784;;02/12/2019 05:02:00 PM;08/08/2018;Transfer;Snr;Cat;Unknown;6 months;Domestic Shorthair Mix;Black
A800413;*Puppy;08/17/2019 07:13:00 PM;05/01/2019;Adoption;;Cat;Spayed Female;3 months;Abyssinian;Brown Tabby
A805850;;10/02/2019 08:09:00 AM;10/01/2019;Transfer;Partner;Cat;Intact Female;1 day;Domestic Shorthair;Black/White
A791847;*Oliver;07/10/2019 07:58:00 AM;04/01/2017;Adoption;Foster;Dog;Neutered Male;2 years;Chihuahua Shorthair Mix;Black
A791235;*Whisper;05/01/2019 01:53:00 PM;03/23/2016;Transfer;Partner;Dog;Spayed Female;3 years;Pit Bull Mix;Brown Brindle
A809616;Marley;12/03/2019 02:03:00 PM;11/27/2013;Adoption;;Dog;Neutered Male;6 years;Maltese/Yorkshire Terrier;Tan
A796153;*Moon;06/25/2019 11:35:00 AM;04/09/2019;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair;Blue
A792506;;04/11/2019 06:03:00 PM;04/11/2011;Euthanasia;Suffering;Cat;Neutered Male;8 years;Domestic Medium Hair Mix;Brown Tabby
A805354;;09/29/2019 01:18:00 PM;09/25/2018;Transfer;Snr;Cat;Unknown;1 year;Domestic Shorthair;Brown Tabby
A799014;;08/03/2019 03:51:00 PM;05/28/2019;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair;Black
A795014;*Groucho;06/04/2019 04:16:00 PM;02/15/2019;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair;Black/White
A815372;;03/17/2020 06:30:00 PM;03/14/2019;Transfer;Snr;Cat;Intact Male;1 year;Domestic Shorthair;Black/White
A790496;;03/15/2019 04:20:00 PM;01/11/2019;Adoption;;Dog;Neutered Male;2 months;Miniature Schnauzer Mix;Black/White
A821052;*Kurt;08/11/2020 01:49:00 PM;08/03/2017;Transfer;Partner;Dog;Neutered Male;3 years;Miniature Pinscher;Black/Tan
A800822;Jasmine;07/30/2019 02:31:00 PM;09/27/2018;Euthanasia;Suffering;Dog;Intact Female;10 months;Pit Bull;Brown
A819619;Luke;07/11/2020 05:20:00 PM;01/04/2017;Adoption;;Dog;Neutered Male;3 years;Catahoula;White/Black
A789071;;02/17/2019 04:49:00 PM;02/14/2017;Transfer;Snr;Cat;Intact Male;2 years;Domestic Longhair Mix;Brown Tabby/White
A824415;;10/19/2020 06:14:00 PM;10/14/2018;Adoption;;Dog;Spayed Female;2 years;Dachshund/Chihuahua Shorthair;Brown/Black
A817784;*Libby;06/06/2020 11:43:00 AM;05/26/2018;Adoption;;Dog;Spayed Female;2 years;Staffordshire;Black/White
A780178;Monkey;01/12/2019 04:11:00 PM;07/10/2017;Adoption;Foster;Dog;Neutered Male;1 year;Plott Hound Mix;Brown Brindle/White
A798341;;06/26/2019 10:23:00 AM;05/09/2019;Euthanasia;Suffering;Cat;Intact Male;1 month;Domestic Medium Hair;Apricot/White
A789611;Cash;03/15/2020 02:13:00 PM;12/09/2018;Adoption;;Dog;Neutered Male;1 year;Chihuahua Shorthair Mix;Brown/White
A814305;*Juliet;03/04/2020 04:54:00 PM;02/27/2018;Adoption;;Dog;Spayed Female;2 years;Australian Cattle Dog;Black/White
A798701;;06/30/2019 09:10:00 AM;06/29/2017;Died;In Kennel;Cat;Spayed Female;2 years;Domestic Shorthair;Brown Tabby
A813585;;04/16/2020 07:44:00 AM;02/13/2020;Adoption;Foster;Dog;Neutered Male;2 months;Miniature Schnauzer Mix;Tricolor
A805326;*Molly;11/27/2019 03:22:00 PM;08/20/2019;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair;Cream Tabby
A799711;*Idgy;07/22/2019 04:58:00 PM;01/11/2019;Adoption;;Dog;Spayed Female;6 months;Catahoula/Labrador Retriever;Black/Black Brindle
A802299;*Miles;08/22/2019 05:33:00 PM;05/09/2019;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Black
A826360;;12/01/2020 04:42:00 PM;05/25/2020;Adoption;;Dog;Neutered Male;6 months;Australian Cattle Dog Mix;Blue Tick/Tricolor
A824717;;11/24/2020 08:31:00 AM;09/16/2020;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair;Calico
A821270;*Bartlet;09/11/2020 01:53:00 PM;06/23/2020;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Tortie
A826796;Derby;12/27/2020 11:16:00 AM;12/09/2019;Adoption;;Dog;Neutered Male;1 year;Pit Bull;White/Tan
A820571;Muneca;07/24/2020 01:33:00 PM;07/22/2016;Transfer;Partner;Dog;Spayed Female;4 years;Chihuahua Shorthair;Brown
A655643;Dulce;09/06/2019 07:05:00 PM;12/04/2012;Return to Owner;;Dog;Spayed Female;6 years;Miniature Poodle Mix;Black/Cream
A786693;Zeus;01/08/2019 12:49:00 PM;12/30/2009;Return to Owner;;Dog;Neutered Male;9 years;Australian Cattle Dog/Pit Bull;Black/White
A804936;;09/20/2019 07:01:00 PM;09/05/2019;Transfer;Partner;Cat;Unknown;2 weeks;Domestic Shorthair;Orange Tabby
A804584;*Kaylee;09/19/2019 06:58:00 PM;08/22/2019;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Medium Hair;Black
A819205;Olivia Van Winter;07/06/2020 06:03:00 PM;11/24/2019;Adoption;;Dog;Spayed Female;7 months;Catahoula Mix;Brown/White
A789074;;02/19/2019 04:04:00 PM;11/29/2018;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Blue Tabby
A805393;;11/20/2019 03:32:00 PM;08/11/2019;Adoption;Foster;Cat;Neutered Male;3 months;Domestic Shorthair;Brown Tabby
A814812;;03/10/2020 06:07:00 PM;01/06/2020;Adoption;;Dog;Spayed Female;2 months;Chihuahua Shorthair;Tricolor
A809137;;11/24/2019 10:08:00 AM;06/19/2019;Transfer;Snr;Cat;Unknown;5 months;Domestic Shorthair;Brown Tabby
A724169;Princess;01/03/2020 07:06:00 PM;04/13/2014;Rto-Adopt;;Dog;Spayed Female;5 years;Pit Bull Mix;Black/White
A825486;Luna;11/06/2020 12:15:00 PM;11/05/2019;Return to Owner;;Dog;Intact Female;1 year;Pit Bull Mix;Black/Brown
A792568;*Rico;06/29/2019 04:39:00 PM;04/12/2018;Adoption;;Cat;Neutered Male;1 year;Domestic Shorthair Mix;Brown Tabby/White
A814426;;03/06/2020 05:51:00 PM;11/29/2019;Adoption;;Cat;Neutered Male;3 months;Domestic Longhair Mix;Gray Tabby
A827706;;12/31/2020 12:36:00 PM;07/29/2020;Transfer;Partner;Cat;Spayed Female;5 months;Domestic Shorthair;Tortie
A815927;;03/30/2020 01:23:00 PM;03/30/2018;Euthanasia;Rabies Risk;Other;Unknown;2 years;Bat;Brown
A807599;*Sully;11/15/2019 01:26:00 PM;10/27/2017;Transfer;Partner;Dog;Intact Male;2 years;Labrador Retriever;Brown
A794982;;06/22/2019 02:28:00 PM;04/01/2019;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair;Black
A798737;;06/29/2019 05:01:00 PM;06/29/2018;Euthanasia;Rabies Risk;Other;Unknown;1 year;Bat;Brown
A813398;;02/14/2020 10:50:00 AM;02/09/2018;Transfer;Snr;Cat;Unknown;2 years;Domestic Shorthair;Brown Tabby
A808327;Prince;11/17/2019 05:18:00 PM;05/07/2019;Adoption;;Cat;Neutered Male;6 months;Domestic Shorthair;Orange Tabby
A810508;;12/27/2019 02:26:00 PM;12/14/2018;Transfer;Partner;Cat;Spayed Female;1 year;Domestic Shorthair;Brown Tabby
A787605;Little Bit;01/23/2019 06:52:00 PM;01/16/2018;Adoption;;Cat;Spayed Female;1 year;Domestic Shorthair Mix;Torbie
A804398;Mr Bigglesworth;09/21/2019 05:43:00 PM;01/14/2019;Adoption;;Cat;Neutered Male;8 months;Domestic Shorthair Mix;Orange Tabby
A818691;*Kieran;07/06/2020 01:53:00 PM;06/12/2019;Transfer;Partner;Cat;Neutered Male;1 year;Domestic Shorthair;Orange Tabby
A825577;*Mills;11/23/2020 04:31:00 PM;09/06/2020;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair;White/Blue Tabby
A798352;*Abdelkader;08/02/2019 05:05:00 PM;06/02/2019;Adoption;;Cat;Neutered Male;1 month;Domestic Shorthair Mix;Orange Tabby
A810803;;12/26/2019 10:41:00 AM;12/20/2015;Transfer;Snr;Cat;Neutered Male;4 years;Siamese;Cream/Brown
A784759;Precious;01/19/2019 05:40:00 PM;10/04/2018;Adoption;Foster;Dog;Spayed Female;3 months;Labrador Retriever Mix;Cream
A793703;;04/30/2019 12:01:00 PM;04/02/2019;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Shorthair Mix;Blue
A797376;;06/16/2019 02:25:00 PM;06/12/2017;Transfer;Snr;Cat;Intact Female;2 years;Domestic Shorthair;White/Blue
A786232;Sky;02/04/2020 05:23:00 PM;12/19/2016;Return to Owner;;Dog;Neutered Male;3 years;Cocker Spaniel/Labrador Retriever;Gold/White
A791786;;04/10/2019 05:55:00 PM;02/06/2019;Adoption;;Dog;Spayed Female;2 months;Pit Bull Mix;Fawn/White
A812611;Lucy;02/05/2020 04:45:00 PM;01/25/2017;Adoption;;Dog;Spayed Female;3 years;Pit Bull;Black/White
A814841;Zena;06/11/2020 03:26:00 PM;03/07/2017;Adoption;Foster;Dog;Spayed Female;3 years;Pit Bull;Blue/White
A816166;*Gilligan;05/18/2020 04:47:00 PM;04/08/2019;Adoption;;Dog;Neutered Male;1 year;Australian Cattle Dog/Great Pyrenees;Red Tick/White
A358260;Tiger;04/14/2019 02:35:00 PM;05/24/2004;Adoption;;Cat;Spayed Female;14 years;Domestic Shorthair Mix;Black Smoke
