;index;Animal ID;Name;DateTime;Date of Birth;Outcome Type;Outcome Subtype;Animal Type;Sex upon Outcome;Age upon Outcome;Breed;Color
29108;121907;A805608;*Sirloin;12/06/2019 08:13:00 AM;09/28/2019;Adoption;Foster;Dog;Spayed Female;2 months;Labrador Retriever/Dachshund Wirehair;Black/Brown
29109;121908;A800403;;07/24/2019 11:02:00 AM;05/20/2019;Euthanasia;Suffering;Dog;Intact Female;2 months;German Shepherd;Black/Brown
29110;121913;A797429;*Pozole;07/20/2019 12:00:00 AM;04/28/2019;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair;Orange Tabby
29111;121926;A804155;;09/11/2019 06:23:00 PM;08/24/2019;Transfer;Partner;Cat;Intact Female;2 weeks;Domestic Shorthair;Lynx Point
29112;121935;A792023;;04/06/2019 04:15:00 PM;04/04/2007;Transfer;Partner;Dog;Neutered Male;12 years;Dachshund Mix;Blue Merle/Black
29113;121945;A804411;*Amy;09/19/2019 06:34:00 PM;08/16/2019;Transfer;Partner;Cat;Intact Female;4 weeks;Domestic Shorthair;Brown Tabby
29114;121946;A786853;Vader;01/07/2019 05:02:00 PM;10/19/2018;Adoption;;Dog;Neutered Male;2 months;Great Dane;Chocolate/White
29115;121949;A806462;*Ricardo;12/12/2019 04:43:00 PM;08/27/2019;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair Mix;Orange Tabby
29116;121950;A793695;*Evie Oddly;08/08/2019 01:25:00 PM;04/03/2019;Adoption;Foster;Cat;Spayed Female;4 months;Domestic Shorthair Mix;White/Black
29117;121951;A701495;Bella;05/29/2020 07:04:00 AM;04/30/2010;Adoption;Foster;Dog;Spayed Female;10 years;Pit Bull Mix;Blue/White
29118;121952;A813387;Luna;02/11/2020 11:57:00 AM;02/09/2012;Transfer;Partner;Dog;Spayed Female;8 years;Miniature Poodle;Black
29119;121954;A803304;*Tito;09/06/2019 08:08:00 AM;04/30/2019;Transfer;Partner;Dog;Intact Male;4 months;Pit Bull;Brown/White
29120;121956;A812396;*Triumph;02/12/2020 03:15:00 PM;01/21/2018;Transfer;Partner;Dog;Neutered Male;2 years;Black/Tan Hound/Labrador Retriever;Black/Brown
29121;121957;A650924;Doodle;05/29/2019 12:26:00 PM;02/03/2013;Adoption;Foster;Dog;Neutered Male;6 years;Pointer Mix;White
29122;121961;A789315;Rexx;02/22/2019 12:35:00 PM;02/19/2017;Transfer;Partner;Dog;Neutered Male;2 years;Great Dane;Black/White
29123;121962;A797772;*Puppy;06/27/2019 05:11:00 PM;02/21/2019;Adoption;;Dog;Neutered Male;4 months;German Shepherd Mix;Tan
29124;121966;A794301;Presley;06/30/2019 06:38:00 PM;05/06/2018;Adoption;;Dog;Spayed Female;1 year;Border Collie Mix;Tricolor
29125;121968;A826294;;12/15/2020 05:14:00 PM;09/23/2020;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair;Orange Tabby
29126;121969;A799817;;07/22/2019 05:11:00 PM;04/26/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Black
29127;121973;A788315;;04/03/2019 10:53:00 AM;12/18/2018;Adoption;Foster;Dog;Spayed Female;3 months;Australian Shepherd Mix;Tricolor/Brown
29128;121976;A809345;*Jarvis;12/03/2019 12:16:00 PM;11/22/2018;Transfer;Partner;Dog;Intact Male;1 year;Labrador Retriever/Pit Bull;Brown/Tricolor
29129;121980;A796513;;06/06/2019 05:23:00 PM;09/03/2018;Adoption;;Dog;Spayed Female;9 months;Jack Russell Terrier;Black/Tan
29130;121989;A783821;Lola;03/05/2019 01:33:00 PM;01/07/2018;Transfer;Partner;Dog;Spayed Female;1 year;Catahoula/Labrador Retriever;Tan/Brown Brindle
29131;121998;A814650;*Tuffy;03/15/2020 03:03:00 PM;11/03/2019;Adoption;;Dog;Neutered Male;4 months;German Shepherd;Tricolor
29132;122000;A826504;Button;12/02/2020 12:54:00 PM;11/30/2010;Transfer;Partner;Dog;Neutered Male;10 years;Lhasa Apso;Black
29133;122011;A823477;Rick;11/22/2020 01:58:00 PM;09/24/2018;Transfer;Snr;Cat;Neutered Male;2 years;Domestic Shorthair Mix;Orange Tabby
29134;122018;A799180;Layla;07/08/2019 12:45:00 PM;07/05/2015;Return to Owner;;Dog;Intact Female;4 years;Pit Bull;Tan
29135;122024;A811757;;01/15/2020 11:35:00 AM;01/08/2017;Transfer;Partner;Cat;Intact Male;3 years;Domestic Shorthair;Orange Tabby/White
29136;122027;A802983;King;08/25/2019 05:13:00 PM;07/11/2016;Return to Owner;;Dog;Neutered Male;3 years;Akita;Black/White
29137;122029;A803975;*Keller;09/16/2019 06:36:00 PM;09/09/2017;Adoption;;Dog;Neutered Male;2 years;German Shepherd/Anatol Shepherd;Silver/Black
29138;122036;A787422;Molly;01/14/2019 02:49:00 PM;01/12/2017;Return to Owner;;Dog;Intact Female;2 years;German Shepherd Mix;Brown/Black
29139;122038;A797664;*Phoebe;07/23/2019 05:25:00 PM;05/25/2019;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair Mix;Torbie
29140;122040;A780362;Kodak;08/17/2019 10:16:00 AM;09/13/2016;Adoption;;Dog;Neutered Male;2 years;Labrador Retriever Mix;Black
29141;122041;A786674;Max;01/12/2019 05:24:00 PM;12/29/2016;Adoption;;Dog;Neutered Male;2 years;Australian Shepherd Mix;Red/White
29142;122054;A623261;Baby;11/29/2019 02:58:00 PM;10/01/2009;Adoption;;Dog;Spayed Female;10 years;Pit Bull Mix;Black/White
29143;122059;A825811;*Cassie;12/17/2020 02:11:00 PM;11/13/2010;Adoption;Foster;Dog;Spayed Female;10 years;Catahoula Mix;Brown/Black
29144;122063;A823484;;09/25/2020 03:04:00 PM;05/24/2020;Transfer;Partner;Cat;Intact Female;4 months;Domestic Shorthair;Brown Tabby/White
29145;122065;A531378;Cirilo;01/07/2020 11:36:00 AM;11/22/2007;Adoption;Foster;Dog;Neutered Male;12 years;Great Dane/Doberman Pinsch;Black/White
29146;122066;A803340;Brownie;09/16/2019 05:22:00 PM;08/31/2012;Adoption;;Dog;Spayed Female;7 years;Chihuahua Shorthair;Brown
29147;122072;A802200;*Athena;08/22/2019 02:27:00 PM;11/15/2018;Transfer;Partner;Dog;Intact Female;9 months;Labrador Retriever/Australian Cattle Dog;Cream/White
29148;122076;A804505;*Chaco Taco;10/14/2019 11:06:00 AM;07/15/2019;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Brown Tabby
29149;122083;A820886;Medusa;09/26/2020 07:01:00 PM;05/01/2020;Adoption;;Cat;Spayed Female;4 months;Domestic Shorthair Mix;Torbie
29150;122090;A782632;Seven;03/27/2019 12:00:00 AM;10/18/2017;Transfer;Partner;Dog;Neutered Male;1 year;Doberman Pinsch Mix;Black/Brown
29151;122093;A797445;Chilanga;06/19/2019 12:58:00 PM;06/13/2017;Transfer;Partner;Dog;Intact Female;2 years;Border Collie Mix;Tricolor
29152;122095;A826214;Pilot;11/30/2020 04:19:00 PM;11/22/2019;Adoption;;Dog;Spayed Female;1 year;German Wirehaired Pointer Mix;Tricolor
29153;122096;A823196;;09/19/2020 02:46:00 PM;07/03/2020;Return to Owner;;Dog;Intact Male;2 months;Labrador Retriever Mix;Brown
29154;122097;A791785;Pancho;04/06/2019 03:33:00 PM;03/31/2007;Return to Owner;;Dog;Intact Male;12 years;Yorkshire Terrier Mix;Brown/Black
29155;122098;A826745;;12/14/2020 01:30:00 PM;12/05/2018;Transfer;Partner;Cat;Neutered Male;2 years;Domestic Shorthair;Blue
29156;122099;A802100;*Timba;08/23/2019 03:49:00 PM;02/26/2019;Adoption;;Dog;Neutered Male;5 months;Black Mouth Cur;Tan/Black
29157;122104;A816676;;06/02/2020 08:05:00 AM;03/24/2020;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair;Black
29158;122108;A788331;;01/31/2019 05:56:00 PM;10/01/2018;Transfer;Partner;Dog;Spayed Female;4 months;Labrador Retriever Mix;White/Brown
29159;122114;A798542;;07/01/2019 07:05:00 PM;04/20/2019;Adoption;;Dog;Neutered Male;2 months;American Pit Bull Terrier;Tan/White
29160;122115;A805881;;10/03/2019 11:42:00 AM;10/03/2017;Euthanasia;Rabies Risk;Other;Unknown;2 years;Bat;Brown
29161;122121;A811254;Gold;01/03/2020 02:59:00 PM;12/30/2017;Return to Owner;;Dog;Intact Female;2 years;Miniature Poodle;Brown/Tan
29162;122126;A799531;;07/11/2019 01:48:00 PM;07/09/2018;Transfer;Partner;Other;Unknown;1 year;Guinea Pig;White/Brown
29163;122128;A800399;;07/24/2019 05:05:00 PM;09/20/2018;Adoption;;Dog;Spayed Female;10 months;Cairn Terrier/Chihuahua Shorthair;Buff
29164;122133;A774276;Cooper;05/19/2019 01:53:00 PM;06/13/2013;Adoption;;Dog;Neutered Male;5 years;Border Collie/Labrador Retriever;Black/White
29165;122148;A805978;;10/10/2019 12:58:00 PM;08/13/2019;Transfer;Partner;Cat;Intact Female;1 month;Domestic Medium Hair Mix;Blue Tabby/White
29166;122150;A785036;Shabba;03/10/2019 06:35:00 PM;11/26/2013;Adoption;;Dog;Neutered Male;5 years;Labrador Retriever Mix;Tricolor
29167;122157;A810542;Poco Loco;12/16/2019 12:12:00 PM;12/15/2017;Return to Owner;;Dog;Intact Male;2 years;Dachshund/Chihuahua Shorthair;Blue/Tricolor
29168;122158;A797204;;06/21/2019 03:08:00 PM;04/17/2019;Transfer;Partner;Cat;Intact Male;2 months;Domestic Medium Hair;Black/White
29169;122164;A797046;Perry;06/21/2019 05:18:00 PM;04/08/2019;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair;Orange Tabby
29170;122170;A813531;*Zira;02/18/2020 02:16:00 PM;02/12/2018;Transfer;Partner;Dog;Intact Female;2 years;Great Pyrenees;White
29171;122171;A820604;;07/28/2020 11:16:00 AM;03/23/2020;Transfer;Partner;Cat;Neutered Male;4 months;Domestic Medium Hair Mix;Brown Tabby
29172;122177;A814720;*Belle;03/08/2020 12:20:00 PM;03/04/2019;Transfer;Partner;Dog;Intact Female;1 year;Anatol Shepherd;Tan/White
29173;122178;A794286;Meera;05/11/2019 11:47:00 AM;05/06/2013;Return to Owner;;Cat;Spayed Female;6 years;Maine Coon Mix;Brown Tabby
29174;122190;A794271;Winchester;05/07/2019 11:08:00 AM;07/06/2014;Return to Owner;;Dog;Neutered Male;4 years;Boxer/Labrador Retriever;Black/White
29175;122191;A798880;*Ginny;07/07/2019 02:22:00 PM;02/14/2019;Adoption;;Dog;Spayed Female;4 months;Labrador Retriever;Black
29176;122192;A814193;*Kimmie;02/28/2020 05:18:00 PM;12/25/2019;Adoption;;Dog;Spayed Female;2 months;German Shepherd/Australian Cattle Dog;Red
29177;122194;A825809;;11/13/2020 01:00:00 PM;09/13/2020;Transfer;Partner;Dog;Intact Male;1 month;German Shepherd;Black/Brown
29178;122199;A822143;*Lemon;10/22/2020 07:52:00 AM;07/27/2020;Adoption;Foster;Cat;Spayed Female;2 months;Domestic Shorthair Mix;Black
29179;122203;A824173;;10/11/2020 11:57:00 AM;07/01/2020;Transfer;Partner;Cat;Intact Male;3 months;Domestic Shorthair;Black/Black
29180;122204;A761317;Betty Boop;05/01/2019 09:33:00 AM;11/02/2015;Adoption;Foster;Dog;Spayed Female;3 years;Pit Bull Mix;Blue/White
29181;122212;A783624;Sansa;01/11/2019 05:23:00 PM;11/03/2017;Adoption;Foster;Dog;Spayed Female;1 year;German Shepherd/Labrador Retriever;Brown/White
29182;122217;A796662;;07/13/2019 06:46:00 AM;06/01/2019;Transfer;Partner;Dog;Intact Male;1 month;American Staffordshire Terrier Mix;Brown Brindle/White
29183;122219;A787221;Sadie;01/10/2019 02:02:00 PM;01/09/2016;Return to Owner;;Dog;Intact Female;3 years;Labrador Retriever Mix;Tan/White
29184;122221;A807814;Winter;11/08/2019 06:42:00 PM;10/30/2018;Adoption;;Dog;Neutered Male;1 year;Alaskan Husky;Black/White
29185;122222;A788533;;02/04/2019 12:43:00 PM;02/04/2018;Euthanasia;Suffering;Dog;Unknown;1 year;Chihuahua Shorthair Mix;Fawn
29186;122227;A820500;;09/01/2020 04:46:00 PM;04/20/2020;Adoption;;Cat;Neutered Male;4 months;Domestic Shorthair Mix;Brown Tabby/White
29187;122231;A798231;;07/01/2019 05:13:00 PM;05/01/2019;Adoption;;Cat;Neutered Male;1 month;Domestic Medium Hair Mix;Black/White
29188;122233;A810309;Yoshi;01/06/2020 06:43:00 PM;12/11/2018;Adoption;;Dog;Spayed Female;1 year;Chinese Sharpei Mix;Brown
29189;122236;A797735;Bear;06/28/2019 10:27:00 AM;06/17/2017;Transfer;Partner;Dog;Neutered Male;2 years;German Shepherd Mix;Red
29190;122239;A663537;King;02/18/2019 07:01:00 PM;06/20/2013;Return to Owner;;Dog;Neutered Male;5 years;Chihuahua Shorthair Mix;Black/White
29191;122248;A806020;Rocky;10/05/2019 12:02:00 PM;08/05/2019;Return to Owner;;Dog;Neutered Male;1 month;German Shepherd;Brown
29192;122253;A794316;Oreo;06/22/2019 06:27:00 PM;04/14/2019;Adoption;Foster;Cat;Neutered Male;2 months;Domestic Shorthair Mix;Black/White
29193;122254;A798905;Luna;10/09/2019 04:59:00 PM;12/02/2018;Adoption;;Dog;Spayed Female;10 months;Siberian Husky;Black/White
29194;122257;A814187;*Lil;03/05/2020 03:16:00 PM;12/25/2019;Adoption;;Dog;Spayed Female;2 months;German Shepherd/Australian Cattle Dog;Red
29195;122262;A822245;;08/28/2020 03:30:00 PM;08/27/2020;Transfer;Partner;Dog;Intact Male;1 day;Australian Shepherd Mix;Brown
29196;122263;A803926;;10/14/2019 05:18:00 PM;08/08/2019;Adoption;;Cat;Spayed Female;2 months;Domestic Shorthair;Brown Tabby
29197;122270;A827216;;12/21/2020 04:21:00 PM;12/16/2018;Adoption;;Dog;Neutered Male;2 years;Chihuahua Shorthair Mix;Tan
29198;122272;A804766;;09/21/2019 04:53:00 PM;08/26/2019;Transfer;Partner;Cat;Intact Male;3 weeks;Domestic Shorthair;Blue
29199;122283;A826259;*Henry;12/07/2020 05:18:00 PM;11/23/2018;Adoption;;Dog;Neutered Male;2 years;German Shepherd;Brown/Black
29200;122287;A822141;Kitty;08/28/2020 04:23:00 PM;08/27/2018;Transfer;Snr;Cat;Spayed Female;2 years;Domestic Shorthair Mix;Brown Tabby
29201;122288;A792799;;04/20/2019 02:44:00 PM;07/15/2018;Transfer;Partner;Cat;Intact Female;9 months;Domestic Shorthair Mix;Torbie
29202;122293;A822729;*169 Grams;09/08/2020 05:28:00 PM;09/01/2020;Transfer;Partner;Cat;Intact Male;1 week;Domestic Shorthair;Orange Tabby
29203;122294;A791162;*Isla;03/24/2019 03:29:00 PM;03/22/2017;Transfer;Partner;Cat;Intact Female;2 years;Domestic Shorthair Mix;Blue Tabby
29204;122302;A812195;;01/23/2020 12:15:00 PM;01/17/2018;Transfer;Partner;Dog;Neutered Male;2 years;Miniature Poodle;Tan
29205;122303;A771527;Pumpkin;01/10/2019 12:51:00 PM;09/06/2017;Adoption;;Other;Neutered Male;1 year;Californian Mix;White/Gray
29206;122304;A796924;;06/07/2019 05:05:00 PM;05/23/2019;Transfer;Partner;Cat;Intact Male;2 weeks;Domestic Shorthair;Black
29207;122309;A815285;;03/18/2020 01:36:00 PM;03/13/2019;Transfer;Partner;Dog;Neutered Male;1 year;Chihuahua Shorthair;White/Tan
29208;122310;A793590;Dasha;05/05/2019 03:29:00 PM;04/27/2018;Adoption;;Dog;Spayed Female;1 year;Border Collie/German Shepherd;Black/Tan
29209;122312;A800228;;08/07/2019 09:49:00 PM;05/07/2019;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair;Black
29210;122322;A815108;;03/11/2020 10:19:00 AM;03/11/2018;Euthanasia;Rabies Risk;Other;Unknown;2 years;Bat;Brown
29211;122325;A792726;Jazz;06/15/2019 12:51:00 PM;03/14/2019;Adoption;;Cat;Spayed Female;3 months;Domestic Shorthair Mix;Orange Tabby/White
29212;122326;A805538;Brooklyn;05/30/2020 01:00:00 PM;09/28/2017;Adoption;;Dog;Spayed Female;2 years;Treeing Cur Mix;Tan
29213;122333;A818624;;06/18/2020 12:35:00 PM;04/04/2020;Adoption;;Dog;Spayed Female;2 months;Labrador Retriever Mix;Black/White
29214;122334;A812929;Chance;02/01/2020 05:27:00 PM;01/31/2018;Return to Owner;;Dog;Intact Male;2 years;Chihuahua Shorthair Mix;Brown
29215;122335;A763642;Oscar;06/25/2019 03:28:00 PM;12/12/2016;Transfer;Partner;Dog;Neutered Male;2 years;Standard Schnauzer/Miniature Poodle;White
29216;122336;A813038;Edie;02/13/2020 03:09:00 PM;02/02/2018;Return to Owner;;Dog;Spayed Female;2 years;Alaskan Husky;White
29217;122338;A787834;;01/26/2019 05:30:00 PM;01/20/2017;Adoption;;Dog;Neutered Male;2 years;Boston Terrier Mix;Tan/White
29218;122339;A805479;*Jess;10/06/2019 05:13:00 PM;08/27/2019;Died;At Vet;Cat;Intact Female;1 month;Domestic Shorthair;Orange Tabby
29219;122340;A795722;Sadie;06/01/2019 05:46:00 PM;02/23/2019;Adoption;;Dog;Spayed Female;3 months;Labrador Retriever;White/Black
29220;122350;A790367;Yayo;03/10/2019 11:24:00 AM;06/10/2018;Return to Owner;;Dog;Intact Male;8 months;German Shepherd Mix;Brown/Black
29221;122351;A796389;;06/07/2019 09:00:00 AM;06/01/2017;Transfer;Snr;Cat;Unknown;2 years;Domestic Longhair;Torbie
29222;122355;A822446;;09/02/2020 05:09:00 PM;07/02/2020;Transfer;Partner;Cat;Intact Male;2 months;Domestic Shorthair;Orange Tabby
29223;122358;A823457;*Freddie;10/06/2020 06:05:00 PM;11/24/2019;Adoption;;Dog;Neutered Male;10 months;German Shepherd Mix;Brown/Black
29224;122362;A795665;Valor;05/27/2019 01:28:00 PM;03/23/2019;Transfer;Partner;Dog;Intact Male;2 months;Border Collie/Labrador Retriever;Black/White
29225;122365;A819490;;07/02/2020 05:34:00 PM;06/29/2019;Transfer;Partner;Cat;Spayed Female;1 year;Siamese;Seal Point
29226;122367;A797600;;06/20/2019 12:44:00 PM;06/15/2007;Transfer;Partner;Cat;Neutered Male;12 years;Domestic Shorthair Mix;Blue Tabby/White
29227;122374;A793574;Marley;04/27/2019 05:36:00 PM;02/13/2011;Return to Owner;;Dog;Neutered Male;8 years;Chihuahua Shorthair Mix;Yellow/White
29228;122382;A796743;Georgia;06/09/2019 07:14:00 PM;04/19/2019;Adoption;;Cat;Intact Female;1 month;Domestic Shorthair;Brown Tabby/White
29229;122386;A787770;Seal;03/10/2019 06:30:00 PM;01/19/2017;Adoption;;Cat;Neutered Male;2 years;Siamese/Domestic Shorthair;Seal Point
29230;122387;A812681;Maximus;05/02/2020 09:33:00 AM;11/26/2015;Adoption;Foster;Dog;Neutered Male;4 years;American Staffordshire Terrier Mix;Black/White
29231;122388;A792056;Indy;04/15/2019 02:32:00 PM;04/07/2015;Return to Owner;;Dog;Spayed Female;4 years;German Shepherd Mix;Black/Tan
29232;122390;A807890;*Stevie;12/06/2019 06:29:00 PM;10/01/2019;Adoption;Foster;Dog;Spayed Female;2 months;Labrador Retriever Mix;Gold
29233;122395;A800980;Firulin;08/04/2019 05:36:00 PM;07/29/2009;Rto-Adopt;;Dog;Intact Male;10 years;Rat Terrier Mix;Black/Brown
29234;122414;A818067;Bluto;07/09/2020 12:59:00 PM;06/01/2007;Adoption;Foster;Dog;Intact Male;13 years;Pit Bull Mix;Blue/White
29235;122417;A813098;;02/08/2020 10:51:00 AM;02/04/2019;Transfer;Snr;Cat;Intact Female;1 year;Domestic Medium Hair;Lynx Point
29236;122418;A791942;Sloan;04/07/2019 01:20:00 PM;02/03/2019;Transfer;Partner;Dog;Intact Female;2 months;Great Pyrenees Mix;Cream
29237;122421;A802953;*Perpetua;12/12/2019 07:28:00 AM;07/25/2019;Adoption;Foster;Cat;Spayed Female;4 months;Domestic Shorthair;Gray Tabby/White
29238;122425;A810563;Momma Cat;12/19/2019 06:31:00 PM;06/15/2018;Adoption;;Cat;Spayed Female;1 year;Domestic Shorthair;Brown Tabby
29239;122426;A825035;Lucero;11/06/2020 05:53:00 PM;10/26/2018;Return to Owner;;Dog;Spayed Female;2 years;Alaskan Husky;Brown/White
29240;122429;A815390;;03/15/2020 03:13:00 PM;03/07/2020;Transfer;Partner;Cat;Unknown;1 weeks;Domestic Shorthair;Black
29241;122430;A794529;;05/21/2019 04:50:00 PM;12/09/2018;Adoption;;Other;Spayed Female;5 months;Ferret;White/Brown
29242;122442;A791827;Twinkle;04/04/2019 01:32:00 PM;04/01/2005;Transfer;Partner;Dog;Spayed Female;14 years;Chihuahua Shorthair Mix;Tricolor
29243;122444;A802244;Luna;08/24/2019 06:49:00 PM;06/04/2019;Adoption;;Dog;Spayed Female;2 months;Queensland Heeler;Brown/White
29244;122446;A789691;Mac (Jason);03/11/2019 01:27:00 PM;02/26/2017;Return to Owner;;Dog;Neutered Male;2 years;Pit Bull Mix;Brown/White
29245;122447;A805800;;10/02/2019 03:25:00 PM;09/25/2019;Transfer;Partner;Dog;Unknown;1 week;Pug;Tan/Black
29246;122465;A786752;;01/03/2019 05:44:00 PM;11/01/2018;Adoption;;Dog;Spayed Female;2 months;German Shepherd;Black/Tan
29247;122466;A785997;Lady;02/09/2019 01:13:00 PM;06/04/2015;Adoption;;Dog;Spayed Female;3 years;German Shepherd Mix;Black/Tan
29248;122467;A798367;;06/30/2019 06:36:00 PM;04/18/2019;Adoption;;Cat;Neutered Male;2 months;Domestic Shorthair;Brown Tabby
29249;122469;A815274;Brutus;03/13/2020 06:10:00 PM;03/13/2019;Return to Owner;;Dog;Neutered Male;1 year;Boston Terrier;Black/White
29250;122478;A792416;;05/23/2019 03:17:00 PM;04/10/2017;Transfer;Partner;Cat;Neutered Male;2 years;Domestic Medium Hair Mix;White/Cream Tabby
29251;122491;A811666;*J;01/14/2020 01:19:00 PM;01/07/2019;Transfer;Partner;Dog;Intact Male;1 year;German Shepherd Mix;Black/White
29252;122496;A788903;Zoe;02/11/2019 05:03:00 PM;02/11/2014;Return to Owner;;Dog;Intact Female;5 years;Pekingese Mix;White/Red
29253;122497;A809027;;11/21/2019 04:13:00 PM;09/26/2019;Adoption;;Dog;Neutered Male;1 month;Chihuahua Shorthair;Tan/White
29254;122499;A790017;*Miska;03/08/2019 11:44:00 AM;03/03/2017;Adoption;;Dog;Neutered Male;2 years;Siberian Husky;Sable
29255;122500;A815459;;03/18/2020 01:43:00 PM;03/04/2020;Transfer;Partner;Cat;Intact Female;2 weeks;Domestic Shorthair;Calico
29256;122512;A826402;;12/06/2020 01:13:00 PM;11/26/2018;Adoption;;Dog;Neutered Male;2 years;Chihuahua Shorthair Mix;Tricolor
29257;122516;A795574;*Dill;07/21/2019 12:52:00 PM;04/20/2019;Adoption;;Cat;Neutered Male;3 months;Domestic Shorthair;Black/White
29258;122521;A805779;Sugarloaf;10/29/2019 05:47:00 PM;08/31/2019;Adoption;Foster;Dog;Spayed Female;1 month;Australian Cattle Dog/Australian Shepherd;White/Tricolor
29259;122523;A799301;Ellie;07/17/2019 12:41:00 PM;02/06/2019;Return to Owner;;Dog;Intact Female;5 months;Great Pyrenees Mix;Apricot/White
29260;122525;A789160;*Piper;03/27/2019 12:05:00 PM;02/16/2016;Transfer;Partner;Dog;Spayed Female;3 years;Pit Bull Mix;Blue/White
29261;122531;A807515;*Penne;11/12/2019 12:37:00 PM;09/19/2019;Transfer;Partner;Cat;Intact Female;1 month;Domestic Shorthair;Brown Tabby/White
29262;122538;A716379;Kailah;02/28/2019 12:50:00 PM;11/18/2013;Return to Owner;;Dog;Spayed Female;5 years;Pit Bull Mix;White/Black
29263;122541;A801264;Lucrecia;08/13/2019 05:02:00 PM;03/02/2019;Adoption;;Dog;Spayed Female;5 months;Catahoula Mix;White/Gray
29264;122545;A815152;;03/12/2020 06:44:00 PM;03/11/2018;Euthanasia;Rabies Risk;Other;Unknown;2 years;Bat;Brown
29265;122552;A798128;*Iona;07/02/2019 02:59:00 PM;06/21/2013;Transfer;Partner;Dog;Intact Female;6 years;Pit Bull;Black/White
29266;122579;A802084;;08/13/2019 05:51:00 PM;07/22/2019;Transfer;Partner;Cat;Unknown;3 weeks;Domestic Shorthair;Blue Tabby
29267;122584;A811875;Dodge;01/21/2020 06:56:00 PM;05/11/2019;Adoption;;Dog;Neutered Male;8 months;German Shepherd Mix;Brown/Tricolor
29268;122586;A794653;;05/16/2019 04:06:00 PM;01/01/2019;Transfer;Partner;Dog;Intact Female;4 months;Anatol Shepherd;Red/Black
29269;122591;A794418;*Dizzy;05/13/2019 04:20:00 PM;05/08/2018;Transfer;Partner;Cat;Intact Female;1 year;Domestic Shorthair;Orange Tabby
29270;122597;A820670;;07/25/2020 03:41:00 PM;03/25/2020;Euthanasia;Suffering;Other;Unknown;4 months;Raccoon;Black/Gray
29271;122600;A794860;Banksy;05/21/2019 01:23:00 PM;04/06/2019;Adoption;;Cat;Intact Male;1 month;Domestic Medium Hair;Black
29272;122601;A811829;Lou;01/10/2020 12:30:00 PM;01/10/2017;Return to Owner;;Cat;Neutered Male;3 years;Domestic Shorthair Mix;Black
29273;122602;A821713;*106 Grams;08/18/2020 11:24:00 AM;08/09/2020;Transfer;Partner;Cat;Intact Male;1 weeks;Domestic Shorthair;Black/White
29274;122605;A798879;Archer;07/06/2019 06:52:00 PM;02/14/2019;Adoption;;Dog;Neutered Male;4 months;Labrador Retriever;Sable
29275;122608;A775844;*T Bone;01/19/2019 05:12:00 PM;07/05/2017;Adoption;;Dog;Spayed Female;1 year;Boxer/Labrador Retriever;Black/White
29276;122614;A811189;Baymax;01/11/2020 03:26:00 PM;01/02/2014;Transfer;Partner;Cat;Neutered Male;6 years;Domestic Shorthair;Brown Tabby
29277;122627;A783805;Grace;01/13/2019 01:16:00 PM;04/06/2018;Adoption;;Dog;Spayed Female;9 months;German Shepherd Mix;Brown/Black
29278;122633;A811429;;01/07/2020 04:53:00 PM;10/19/2019;Adoption;;Dog;Neutered Male;2 months;Pit Bull;Brown/White
29279;122639;A820689;Mia;10/31/2020 01:37:00 PM;07/26/2018;Adoption;;Dog;Spayed Female;2 years;American Pit Bull Terrier/Dachshund;Fawn/White
29280;122653;A804322;Buddy;09/14/2019 12:18:00 PM;03/29/2019;Return to Owner;;Dog;Intact Male;5 months;Rottweiler;Black/Tan
29281;122656;A791941;;04/07/2019 05:03:00 PM;08/03/2018;Adoption;;Dog;Spayed Female;8 months;Yorkshire Terrier/Miniature Schnauzer;Black/Tricolor
29282;122659;A811434;;01/07/2020 07:12:00 PM;10/27/2019;Adoption;;Dog;Spayed Female;2 months;Pit Bull Mix;Brown Brindle
29283;122663;A810223;*Snuzzle;12/20/2019 05:31:00 PM;10/25/2019;Adoption;Foster;Dog;Spayed Female;1 month;Cardigan Welsh Corgi Mix;Tan/White
29284;122664;A798399;Zoey;03/05/2020 09:54:00 AM;04/10/2019;Adoption;Foster;Dog;Spayed Female;10 months;Pointer Mix;White/Black
29285;122665;A646296;Budder;11/17/2019 03:46:00 PM;01/20/2009;Return to Owner;;Dog;Neutered Male;10 years;Pit Bull Mix;Blue/White
29286;122671;A823582;Benji;09/30/2020 01:11:00 PM;09/26/2018;Transfer;Partner;Dog;Intact Male;2 years;Dachshund;Brown
29287;122677;A825688;*Gus;11/30/2020 02:00:00 PM;11/09/2019;Transfer;Partner;Cat;Spayed Female;1 year;Domestic Medium Hair;Black
29288;122682;A799399;Milo;08/21/2019 11:18:00 AM;06/02/2019;Adoption;Foster;Dog;Neutered Male;2 months;Australian Cattle Dog;White
